UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
161545,"R",2820,"R",950,"R",94,"R",2820,"R",950,"R",94,"R",5640,"R",950,"R",188,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2700,"R",994,"R",3694,"R",2760,"R",1000,"R",3760,"R",2760,"R",950,"R",3710,"R",2820,"R",950,"R",3770,.,.,"R",2700,"R",994,"R",3694,"R",2760,"R",1000,"R",3760,"R",2760,"R",950,"R",3710,"R",2820,"R",950,"R",3770,.,.,"R",5400,"R",994,"R",6394,"R",5520,"R",1000,"R",6520,"R",5520,"R",950,"R",6470,"R",5640,"R",950,"R",6590,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"R",8788,"R",9238,"R",9238,"R",9238,"R",3022,"R",3020,"R",2674,"R",2674,"R",7164,"R",7272,"R",7890,"R",7890,"R",6116,"R",6114,"R",5612,"R",5612,"R",5756,"R",5778,"R",5842,"R",5842
161554,"R",7588,"R",1330,"R",271,"R",7588,"R",1330,"R",271,"R",19964,"R",1330,"R",713,"R",7326,"R",866,"R",407,"R",7326,"R",866,"R",407,"R",19800,"R",866,"R",1100,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",22290,"R",1320,"R",33360,"R",1320,"R",6578,"R",1218,"R",7796,"R",6578,"R",1218,"R",7796,"R",7336,"R",1302,"R",8638,"R",7588,"R",1330,"R",8918,.,.,"R",6578,"R",1218,"R",7796,"R",6578,"R",1218,"R",7796,"R",7336,"R",1302,"R",8638,"R",7588,"R",1330,"R",8918,.,.,"R",17290,"R",1218,"R",18508,"R",17290,"R",1218,"R",18508,"R",19292,"R",1302,"R",20594,"R",19964,"R",1330,"R",21294,.,.,"R",1220,"R",1200,"R",1200,"R",1200,"R",10248,"R",9980,"R",9774,"R",9850,"R",3460,"R",3000,"R",3000,"R",3000,"R",10248,"R",9980,"R",9774,"R",9850,"R",3460,"R",3000,"R",3000,"R",3000,"R",3460,"R",3000,"R",3000,"R",3000
161563,"R",25960,"R",940,"R",1082,"R",25960,"R",940,"R",1082,"R",25960,"R",940,"R",1082,"R",25960,"R",940,"R",533,"R",25960,"R",940,"R",533,"R",25960,"R",940,"R",533,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",23640,"R",660,"R",24300,"R",24468,"R",682,"R",25150,"R",25200,"R",910,"R",26110,"R",25960,"R",940,"R",26900,.,.,"R",23640,"R",660,"R",24300,"R",24468,"R",682,"R",25150,"R",25200,"R",910,"R",26110,"R",25960,"R",940,"R",26900,.,.,"R",23640,"R",660,"R",24300,"R",24468,"R",682,"R",25150,"R",25200,"R",910,"R",26110,"R",25960,"R",940,"R",26900,.,.,"R",800,"R",800,"R",800,"R",800,"R",10430,"R",10800,"R",10800,"R",11250,"R",2000,"R",2000,"R",2000,"R",2000,"R",6500,"R",6500,"R",6500,"R",6500,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600
161572,"R",27960,"R",1200,"R",1010,"R",27960,"R",1200,"R",1010,"R",27960,"R",1200,"R",1010,"R",26520,"R",0,"R",850,"R",26520,"Z",0,"R",850,"R",26520,"Z",0,"R",850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",25600,"R",1200,"R",26800,"R",26370,"R",1200,"R",27570,"R",27150,"R",1200,"R",28350,"R",27960,"R",1200,"R",29160,.,.,"R",25600,"R",1200,"R",26800,"R",26370,"R",1200,"R",27570,"R",27150,"R",1200,"R",28350,"R",27960,"R",1200,"R",29160,.,.,"R",25600,"R",1200,"R",26800,"R",26370,"R",1200,"R",27570,"R",27150,"R",1200,"R",28350,"R",27960,"R",1200,"R",29160,.,.,"R",500,"R",500,"R",500,"R",500,"R",9800,"R",10100,"R",10400,"R",10710,"R",1310,"R",1310,"R",1310,"R",1350,"R",5400,"R",5500,"R",5600,"R",5700,"R",1310,"R",1310,"R",1310,"R",1350,"R",1080,"R",1080,"R",1080,"R",1080
161581,"R",2820,"R",902,"R",94,"R",2820,"R",902,"R",94,"R",5640,"R",1804,"R",188,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2700,"R",930,"R",3630,"R",2760,"R",959,"R",3719,"R",2760,"R",876,"R",3636,"R",2820,"R",902,"R",3722,.,.,"R",2700,"R",930,"R",3630,"R",2760,"R",959,"R",3719,"R",2760,"R",876,"R",3636,"R",2820,"R",902,"R",3722,.,.,"R",5400,"R",1658,"R",7058,"R",5520,"R",1718,"R",7238,"R",5520,"R",1752,"R",7272,"R",5640,"R",1804,"R",7444,.,.,"R",1000,"R",1000,"R",1400,"R",1400,"R",5340,"R",5340,"R",5340,"R",5340,"R",1000,"R",1000,"R",2800,"R",2800,"R",3280,"R",3280,"R",4908,"R",4908,"R",1000,"R",2200,"R",4200,"R",4200,"R",2200,"R",2200,"R",4200,"R",4200
161688,"R",3630,"R",590,"R",121,"R",6990,"R",590,"R",233,"R",8700,"R",590,"R",290,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3420,"R",240,"R",3660,"R",3510,"R",240,"R",3750,"R",3570,"R",370,"R",3940,"R",3630,"R",590,"R",4220,.,.,"R",6420,"R",240,"R",6660,"R",6750,"R",240,"R",6990,"R",6870,"R",370,"R",7240,"R",6990,"R",590,"R",7580,.,.,"R",7710,"R",240,"R",7950,"R",8100,"R",240,"R",8340,"R",8250,"R",370,"R",8620,"R",8700,"R",590,"R",9290,.,.,"R",1428,"R",1512,"R",1624,"R",1540,"R",9522,"R",10740,"R",10740,"R",10800,"R",3436,"R",3496,"R",3540,"R",3716,"R",9522,"R",10740,"R",10740,"R",10800,"R",3436,"R",3496,"R",3540,"R",3716,"R",3436,"R",3496,"R",3540,"R",3716
161767,"R",3360,"R",1310,"R",112,"R",6570,"R",1310,"R",219,"R",11430,"R",1310,"R",381,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3150,"R",1314,"R",4464,"R",3240,"R",1324,"R",4564,"R",3300,"R",1346,"R",4646,"R",3360,"R",1310,"R",4670,.,.,"R",6060,"R",1314,"R",7374,"R",6240,"R",1324,"R",7564,"R",6360,"R",1346,"R",7706,"R",6570,"R",1310,"R",7880,.,.,"R",10710,"R",1314,"R",12024,"R",11010,"R",1324,"R",12334,"R",11220,"R",1346,"R",12566,"R",11430,"R",1310,"R",12740,.,.,"R",1581,"R",1602,"R",1262,"R",1262,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10211,"R",10354,"R",10530,"R",10762,"R",4599,"R",4753,"R",4830,"R",4936,"R",4599,"R",4753,"R",4830,"R",4936
161864,"R",2640,"R",506,"R",110,"R",2640,"R",506,"R",110,"R",6720,"R",506,"R",280,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2208,"R",422,"R",2630,"R",2424,"R",506,"R",2930,"R",2640,"R",506,"R",3146,"R",2640,"R",506,"R",3146,.,.,"R",2208,"R",422,"R",2630,"R",2424,"R",506,"R",2930,"R",2640,"R",506,"R",3146,"R",2640,"R",506,"R",3146,.,.,"R",5700,"R",422,"R",6122,"R",6180,"R",506,"R",6686,"R",6720,"R",506,"R",7226,"R",6720,"R",506,"R",7226,.,.,"R",2000,"R",2300,"R",2400,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6330,"R",6453,"R",6773,"R",6364,"R",3586,"R",3639,"R",3601,"R",3601,"R",3220,"R",3220,"R",3243,"R",3433
161873,"R",6876,"R",2082,"R",314,"R",6876,"R",2082,"R",314,"R",18994,"R",2082,"R",992,"R",13680,"R",1580,"R",760,"R",13680,"R",1580,"R",760,"R",19836,"R",1580,"R",1102,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",29848,"R",2106,"R",44516,"R",2106,"R",6480,"R",1846,"R",8326,"R",6610,"R",1986,"R",8596,"R",6742,"R",2082,"R",8824,"R",6876,"R",2082,"R",8958,.,.,"R",6480,"R",1846,"R",8326,"R",6610,"R",1986,"R",8596,"R",6742,"R",2082,"R",8824,"R",6876,"R",2082,"R",8958,.,.,"R",17898,"R",1846,"R",19744,"R",18256,"R",1986,"R",20242,"R",18622,"R",2082,"R",20704,"R",18994,"R",2082,"R",21076,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14200,"R",14200,"R",14200,"R",19350,"R",4150,"R",4150,"R",4150,"R",4150,"R",10650,"R",10650,"R",10650,"R",10780
162007,"R",5536,"R",2698,"R",243,"R",5536,"R",2698,"R",243,"R",16176,"R",2698,"R",680,"R",8424,"R",2320,"R",415,"R",8424,"R",2320,"R",415,"R",12636,"R",2320,"R",702,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5218,"R",2442,"R",7660,"R",5321,"R",2559,"R",7880,"R",5427,"R",2637,"R",8064,"R",5536,"R",2698,"R",8234,.,.,"R",5218,"R",2442,"R",7660,"R",5321,"R",2559,"R",7880,"R",5427,"R",2637,"R",8064,"R",5536,"R",2698,"R",8234,.,.,"R",15700,"R",2442,"R",18142,"R",15857,"R",2559,"R",18416,"R",16016,"R",2637,"R",18653,"R",16176,"R",2698,"R",18874,.,.,"R",2200,"R",2200,"R",2500,"R",2500,"R",10080,"R",10200,"R",10546,"R",10904,"R",1600,"R",1600,"R",1600,"R",1600,"R",13270,"R",13114,"R",12874,"R",13354,"R",1600,"R",1600,"R",1600,"R",1600,"R",1600,"R",1600,"R",1600,"R",1600
162061,"R",24708,"R",832,"R",813,"R",24708,"R",832,"R",813,"R",24708,"R",832,"R",813,"R",10854,"R",324,"R",603,"R",10854,"R",324,"R",603,"R",10854,"R",324,"R",603,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22788,"R",800,"R",23588,"R",23472,"R",800,"R",24272,"R",23988,"R",800,"R",24788,"R",24708,"R",832,"R",25540,0,.,"R",22788,"R",800,"R",23588,"R",23472,"R",800,"R",24272,"R",23988,"R",800,"R",24788,"R",24708,"R",832,"R",25540,0,.,"R",22788,"R",800,"R",23588,"R",23472,"R",800,"R",24272,"R",23988,"R",800,"R",24788,"R",24708,"R",832,"R",25540,0,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",6964,"R",7136,"R",8928,"R",9592,"R",3000,"R",3000,"R",3200,"R",3200,"R",10600,"R",11000,"R",11200,"R",11764,"R",3200,"R",3400,"R",3920,"R",3920,"R",3000,"R",3200,"R",3520,"R",3520
162104,"R",3570,"R",930,"R",119,"R",6780,"R",930,"R",226,"R",8280,"R",930,"R",276,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3210,"R",735,"R",3945,"R",3210,"R",660,"R",3870,"R",3270,"R",735,"R",4005,"R",3570,"R",930,"R",4500,.,.,"R",5910,"R",735,"R",6645,"R",5910,"R",660,"R",6570,"R",6090,"R",735,"R",6825,"R",6780,"R",930,"R",7710,.,.,"R",7260,"R",735,"R",7995,"R",7260,"R",660,"R",7920,"R",7530,"R",735,"R",8265,"R",8280,"R",930,"R",9210,.,.,"R",2400,"R",1900,"R",2400,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6400,"R",6400,"R",6400,"R",6400,"R",3800,"R",3600,"R",3800,"R",3800,"R",3800,"R",3600,"R",3800,"R",3800
162122,"R",3060,"R",765,"R",128,"R",5328,"R",1332,"R",222,"R",6864,"R",1716,"R",286,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2880,"R",662,"R",3542,"R",2952,"R",679,"R",3631,"R",3000,"R",690,"R",3690,"R",3060,"R",765,"R",3825,.,.,"R",4968,"R",1143,"R",6111,"R",5112,"R",1176,"R",6288,"R",5208,"R",1198,"R",6406,"R",5328,"R",1332,"R",6660,.,.,"R",6432,"R",1479,"R",7911,"R",6600,"R",1518,"R",8118,"R",6720,"R",1546,"R",8266,"R",6864,"R",1716,"R",8580,.,.,"R",1064,"R",1131,"R",1154,"R",1185,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9747,"R",9864,"R",9992,"R",10172,"R",4101,"R",4151,"R",4205,"R",4281,"R",4101,"R",4151,"R",4205,"R",4281
162168,"R",2928,"R",890,"R",122,"R",4560,"R",920,"R",190,"R",6408,"R",920,"R",267,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2760,"R",866,"R",3626,"R",2880,"R",890,"R",3770,"R",2928,"R",890,"R",3818,"R",2928,"R",890,"R",3818,.,.,"R",4392,"R",896,"R",5288,"R",4512,"R",920,"R",5432,"R",4560,"R",920,"R",5480,"R",4560,"R",920,"R",5480,.,.,"R",6240,"R",896,"R",7136,"R",6360,"R",920,"R",7280,"R",6408,"R",920,"R",7328,"R",6408,"R",920,"R",7328,.,.,"R",943,"R",943,"R",986,"R",986,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3600,"R",3600,"R",3600,"R",3600,"R",3600,"R",3600,"R",3686,"R",3686,"R",3600,"R",3600,"R",3686,"R",3686
162210,"R",22300,"R",1600,"R",920,"R",22300,"R",1600,"R",920,"R",22300,"R",1600,"R",920,"R",11250,"R",275,"R",625,"R",11250,"R",275,"R",625,"R",11250,"R",275,"R",625,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21190,"R",1600,"R",22790,"R",21800,"R",1600,"R",23400,"R",21800,"R",1600,"R",23400,"R",22300,"R",1600,"R",23900,.,.,"R",21190,"R",1600,"R",22790,"R",21800,"R",1600,"R",23400,"R",21800,"R",1600,"R",23400,"R",22300,"R",1600,"R",23900,.,.,"R",21190,"R",1600,"R",22790,"R",21800,"R",1600,"R",23400,"R",21800,"R",1600,"R",23400,"R",22300,"R",1600,"R",23900,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",8650,"R",8930,"R",8930,"R",9370,"R",1100,"R",1100,"R",1100,"R",1100,"R",2226,"R",2226,"R",2226,"R",2226,"R",1411,"R",1411,"R",1411,"R",1411,"R",1100,"R",1100,"R",1100,"R",1100
162283,"R",4557,"R",4316,"R",194,"R",4557,"R",4316,"R",194,"R",10828,"R",4316,"R",603,"R",6066,"R",1584,"R",337,"R",6066,"R",1584,"R",337,"R",11178,"R",1584,"R",621,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4294,"R",3052,"R",7346,"R",4380,"R",3058,"R",7438,"R",4468,"R",3006,"R",7474,"R",4557,"R",4316,"R",8873,.,.,"R",4294,"R",3052,"R",7346,"R",4380,"R",3058,"R",7438,"R",4468,"R",3006,"R",7474,"R",4557,"R",4316,"R",8873,.,.,"R",9818,"R",3052,"R",12870,"R",10110,"R",3058,"R",13168,"R",10616,"R",3006,"R",13622,"R",10828,"R",4316,"R",15144,.,.,"R",800,"R",800,"R",800,"R",800,"R",9616,"R",9752,"R",9752,"R",10273,"R",3386,"R",3386,"R",3386,"R",3386,"R",6498,"R",6498,"R",6498,"R",6498,"R",3686,"R",3686,"R",3686,"R",3686,"R",3686,"R",3686,"R",3686,"R",3686
162557,"R",2928,"R",650,"R",122,"R",6384,"R",650,"R",266,"R",8664,"R",650,"R",361,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2784,"R",580,"R",3364,"R",2856,"R",594,"R",3450,"R",2880,"R",640,"R",3520,"R",2928,"R",650,"R",3578,.,.,"R",6048,"R",580,"R",6628,"R",6216,"R",594,"R",6810,"R",6288,"R",640,"R",6928,"R",6384,"R",650,"R",7034,.,.,"R",8208,"R",580,"R",8788,"R",8424,"R",594,"R",9018,"R",8520,"R",640,"R",9160,"R",8664,"R",650,"R",9314,.,.,"R",1200,"R",1600,"R",1600,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8100,"R",8100,"R",8100,"R",8100,"R",2800,"R",3600,"R",3600,"R",2800,"R",2800,"R",3600,"R",3600,"R",2800
162584,"R",6600,"R",2572,"R",272,"R",6600,"R",2572,"R",272,"R",20320,"R",2572,"R",570,"R",7794,"R",2530,"R",433,"R",7794,"R",2530,"R",433,"R",10026,"R",2530,"R",557,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6214,"R",2274,"R",8488,"R",6340,"R",2362,"R",8702,"R",6468,"R",2446,"R",8914,"R",6600,"R",2572,"R",9172,.,.,"R",6214,"R",2274,"R",8488,"R",6340,"R",2362,"R",8702,"R",6468,"R",2446,"R",8914,"R",6600,"R",2572,"R",9172,.,.,"R",18314,"R",2274,"R",20588,"R",18864,"R",2362,"R",21226,"R",19816,"R",2446,"R",22262,"R",20320,"R",2572,"R",22892,.,.,"R",1300,"R",1400,"R",1400,"R",1500,"R",8974,"R",9312,"R",9522,"R",10082,"R",1806,"R",1806,"R",1806,"R",3056,"R",6000,"R",6000,"R",6000,"R",10082,"R",3606,"R",3706,"R",3706,"R",3056,"R",3606,"R",3706,"R",3706,"R",4556
