UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1M01,F1M02,F1M03,F1M04,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1H01,F1H02   
190442,13753750,44313289,1967188,46280477,60034227,2828460,0,4876833,4876833,0,15981413,15981413,20858246,2040397,37686660,2764606,114121,-601343,39964044,6273636,0,81173433,9223155,26659,96696883,48414588,0,0,32526830,35759299,-3232469,43021730,174783,39964044,5750920,0,33366,0,0,0,1434585,,0,,1577844,8796715,0,9982597,7616052,6114424,0,0,0,17042,0,23730115,32526830,0,0,0,0,0,32526830,14855562,8832251,0,0,0,0,2540497,1605977,1300426,832487,6384789,1117073,174679,2218107,0,,,,,8285239,35759299,12387788,6152751,3107385,3225353,0,10886022,-373508,302355,-504331,823738,5414726,387735,2527745,0,0,0,8330206,8155527,0,8155527,174679,527093,528018
190512,53080096,213050857,141120827,354171684,407251780,17256966,2421098,44223524,46644622,336414332,233843320,570257652,616902274,15760857,-5515860,23542681,298722,-226479928,-208154385,20559000,945028,528410898,14089878,97912019,661916823,329786883,199161,0,305992697,305406880,585817,-141199525,-67540677,-208154385,104465249,2315443,22372834,9337412,220805,9116607,0,0,0,0,4022342,142513280,0,72596932,2256479,36181232,0,0,4040,243269,31433886,142715838,285229118,20763579,0,0,0,20763579,305992697,159009747,97755848,2566776,943515,1059469,740471,23700287,7659337,28617757,17122746,39245635,23976810,20815131,1415004,223469,0,0,0,0,28977074,305406880,148422196,74833853,21143060,15679420,14867984,30460367,12769223,64934744,15400144,4352097,36181232,673444,23503707,1954471,3878287,13400141,79591282,58776151,0,58776151,20815131,171946794,188254209
190521,74280073,191770342,88946197,280716539,354996612,5823957,5389955,53211547,58601502,192801821,8409585,201211406,259812908,0,103933582,-6504342,0,3578421,101007661,44542996,2885500,323287840,42155300,43616840,456488476,176917607,261312,0,319227173,342665757,-23438584,124446243,2,101007661,35491044,6129465,42312519,4607371,991597,3615774,0,,0,,1569708,90110107,0,73578313,54411547,83174315,0,0,0,2005,2441494,213607674,303717781,15509392,0,0,0,15509392,319227173,178546624,105954342,1024636,471706,2333497,1109599,21821474,7888980,31992834,16169311,42443593,24618568,39423052,2255206,472513,,,,,22824841,342665757,156685019,63551484,40039732,12682185,5983239,63724098,,,,,83174315,1503388,32870790,1435376,1673937,9065259,129723065,90300013,0,90300013,39423052,6305253,7035010
190530,29468176,109345124,120816579,230161703,259629879,3123287,4278575,27468718,31747293,132090604,4806725,136897329,168644622,0,92986184,2641807,83378,-1602825,94108544,12684324,2544906,183655224,13697607,111339400,323921461,95029502,155080,0,180747697,191763180,-11015483,105124028,-1,94108544,7162805,2685905,23241906,3350526,1414511,1936015,0,,0,,332683,36773825,0,28930774,63210913,35874529,0,0,987,10813,2214522,130242538,167016363,13731334,0,0,0,13731334,180747697,91010859,55903865,445642,153686,2543708,1891175,15638898,9123782,16426554,8824150,28539463,18164275,18352429,1088251,301282,,,,,17717376,191763180,94362215,37029022,18947466,6172854,5297284,29954339,,,,,35874529,412415,15867609,482449,454109,5189287,58280398,39927969,0,39927969,18352429,672049,720763
190549,48583000,240662902,194200212,434863114,483446114,16460565,2478472,38471423,40949895,333483493,231218517,564702010,605651905,15218645,92686685,11691208,36352,-225378116,-120963871,24179895,60495980,431289349,35161562,165847480,716974266,290027574,820559,0,286809708,292440505,-5630797,-52144739,-63188335,-120963871,58064014,6663619,23895140,10249324,5612137,4637187,59774,0,0,0,2302238,101234109,0,94695937,3189528,41111474,0,0,852129,163546,42167737,182180351,283414460,3395248,0,0,0,3395248,286809708,144850401,87749023,9652578,3109021,1500496,819520,25112476,9257073,26030349,14925385,35149014,23068898,19162749,3075554,1311937,0,0,0,0,27906888,292440505,140240857,72100754,26802185,17204514,13980915,22111280,12233003,63103748,14875991,3665291,41111474,676451,23973893,1760950,4435239,15061769,87019776,67857027,0,67857027,19162749,86081153,90459615
190558,17007559,81953529,108685850,190639379,207646938,11166669,1114220,23111171,24225391,176369698,174997268,351366966,375592357,11876639,8329591,-1742441,584083,-175826622,-168655389,72402659,7918780,303422919,31292013,56309280,471345651,286687310,66800,0,194071918,209066405,-14994487,-104470152,-49190750,-168655389,40958142,2966362,20733485,5279388,1072668,4206720,67476,0,0,0,2208772,72213625,0,67714658,4825918,30377092,0,0,6005,42965,4827147,107793785,180007410,14064508,0,0,0,14064508,194071918,110974140,71843021,4652713,1541254,2080269,1219883,13273105,5598282,19610533,11237215,20669913,14329743,15779126,1157046,269942,0,0,0,0,20869560,209066405,106039340,54565219,17794527,7166623,8335154,15165542,9289948,49225007,11613927,3225434,30377092,302466,19573744,1166492,236857,11853068,63509719,47730593,0,47730593,15779126,8243437,9287295
190567,49624210,1074051675,157937801,1231989476,1281613686,25125769,3966763,38957286,42924049,951532999,275500917,1227033916,1269957965,18016672,221688466,42690303,17264917,-262878868,18764818,5637000,12681370,1606223514,86505235,98834904,1809882023,633560696,296692,0,391489133,473565395,-82076262,176945739,-76104659,18764818,52016389,38647771,28436608,29354670,11310047,18044623,197602,0,0,0,3324449,151977489,0,148236797,2882322,37192996,0,0,425937,375058,29745451,218858561,370836050,19579452,0,1073631,0,20653083,391489133,223180129,111850108,74742485,22248034,7870014,1438575,37132483,8377262,23909164,11156785,42542364,27132925,26032145,3339014,283840,0,0,0,0,34817597,473565395,182487529,89291451,39928600,46620827,62007995,53228993,14417106,73925349,17610222,4450952,37192996,1502807,25138690,1511612,7675923,17359704,90381732,64349587,0,64349587,26032145,288996475,309144884
190576,32078629,73237196,60465578,133702774,165781403,12971862,1210092,32054090,33264182,120425838,213604279,334030117,367294299,15843478,-12612702,20730502,6252296,-218754608,-204384512,16500000,0,262766109,29864776,17074981,326205866,218660050,518723,0,327645928,330949660,-3303732,-136266330,-64814450,-204384512,30074464,6058707,5047694,38916770,22358286,16558484,10291,0,0,0,782591,80890517,0,211996581,1013702,2452628,0,0,2682322,231151,26965041,245341425,326231942,1413986,0,0,0,1413986,327645928,155753331,92508085,34085408,14994364,3773410,2666973,28472236,13803594,16255921,8122527,41014245,22924271,23475446,737146,10321,0,0,0,0,27382517,330949660,155030135,78054054,18270379,12553876,3825593,63215623,12256513,63146763,15497098,5594467,2452628,37290,888831,0,713518,41404872,45497139,22021693,0,22021693,23475446,58133916,69592749
190585,15265126,26386563,22981951,49368514,64633640,1605521,1871716,16347531,18219247,47741546,3468925,51210471,69429718,0,-3262414,204559,0,-132702,-3190557,5694360,2008260,172044745,13074119,15092732,207914216,160250060,12499,0,124502206,123697049,805157,-3995714,0,-3190557,8185229,4789396,10654335,3618723,1485274,2133449,0,,0,,1165158,28412841,0,18303252,46296235,23442688,0,0,0,1823,5593583,93637581,122050422,2451784,0,0,0,2451784,124502206,58849948,37395529,218387,99915,1973228,951172,11945784,5239959,13790507,8000194,21717218,12108011,9855846,457028,145817,,,,,4889103,123697049,63940597,25962803,11198915,2751180,945856,18897698,,,,,23442688,351882,8636011,213306,95487,3107367,35846741,25990895,0,25990895,9855846,1132754,1203012
190594,42243447,174153812,327170645,501324457,543567904,18751124,3822034,48511639,52333673,269690321,301232299,570922620,623256293,20552052,187540002,29124860,6274304,-304428483,-81489317,148435640,19476895,457688660,36718105,136695706,799015006,340911240,482422,0,399641084,441099212,-41458128,44059992,-84091181,-81489317,103745271,20688057,29127079,55889270,39100319,16788951,4025187,0,0,0,4184592,217659456,0,112621083,3605831,38346355,0,0,1267122,372162,18379054,174591607,392251063,7390021,0,0,0,7390021,399641084,190294574,126692521,31913020,12787767,6742591,2822293,50910643,25758355,34111481,16460528,54042592,33985498,30900913,6651785,2077538,0,0,0,0,35531613,441099212,220584501,102361712,40763135,13413739,5485655,58490470,15971181,85467680,20102949,3919196,38346355,787116,27166450,2773450,8751982,24239867,102065220,71164307,0,71164307,30900913,120039017,127279909
190600,29802890,562228987,68617491,630846478,660649368,22994137,594947,24557425,25152372,627095143,193384297,820479440,845631812,12887911,1426991,3060991,48725,-179412925,-174876218,15693000,1768596,740574799,15922961,49924402,823883758,196066479,362038,0,238545445,298503178,-59957733,-61787040,-53131445,-174876218,46807823,8272752,25471248,23444804,13191324,10253480,0,0,0,0,957146,104953773,0,76190817,9030520,37729348,0,0,24354,76825,8523107,131574971,236528744,2016701,0,0,0,2016701,238545445,146337276,75940282,11401301,3905332,824914,596490,33747854,6458088,26055139,13540372,33366094,19531184,20435125,2540063,238165,0,0,0,0,23795412,298503178,120209914,60868626,25069694,19212054,32907121,40235769,10021331,51291511,12604154,3801414,37729348,549620,25869304,1378731,827937,11471769,77826709,57391584,0,57391584,20435125,1421124,10038811
190619,15923264,58463183,40555543,99018726,114941990,2294537,3930076,16646554,20576630,89713464,7024257,96737721,117314351,0,2291444,550398,0,-2919666,-77824,31032687,6957049,210031230,12872206,17314069,278207241,182910852,0,0,178120919,183558720,-5437801,5359977,0,-77824,15002964,2053704,17254842,2828553,1115920,1712633,0,,0,,763924,37903987,0,38922227,56895446,33096718,0,0,0,295,6011005,134925691,172829678,5291240,0,0,1,5291241,178120919,96670244,65749804,346786,183531,4569837,1985923,9104672,4650038,22343484,13113252,24406754,15370721,17313460,805452,291093,,,,,7998031,183558720,101344362,40624258,15139964,4843364,2041268,19565504,,,,,33096718,897228,15465307,573304,107424,11801620,61941601,44628141,0,44628141,17313460,1641590,1801155
190628,28381474,42125371,129847433,171972804,200354278,2702667,2217424,23182005,25399429,102949453,14291284,117240737,142640166,0,57489834,4838862,0,-1911917,60416779,11389941,0,279177490,13949873,112852674,417369978,255573432,0,0,250487820,240403480,10084340,50332438,1,60416779,30264831,4358056,18672192,12309241,4157157,8152084,0,,0,,1582764,67187084,0,51367099,68019226,38374079,0,0,1245,3297,15458363,173223309,240410393,10077426,0,0,1,10077427,250487820,114267479,74527600,951578,404823,8728004,5235415,22410621,10541180,29077736,18315262,35985181,22493968,18158470,868188,111839,,,,,9956223,240403480,131630088,52056159,20018950,3553359,3887687,29257237,,,,,38374079,227620,15886679,546563,657619,13616904,69309464,51150994,0,51150994,18158470,6204970,6790110
190637,36657811,199922026,38622751,238544777,275202588,9910507,328815,27498286,27827101,204459475,167067821,371527296,399354397,11354139,29568094,3888239,119055,-159170829,-125595441,4847066,25660349,389249113,28112452,31622075,479491055,247328665,1870860,0,209048199,231209699,-22161500,-54872390,-48561551,-125595441,41472404,9069698,20240335,10244539,3606988,6637551,0,0,0,0,1111367,82138343,0,75626710,2146616,33640611,0,0,1349,156688,5484358,117056332,199194675,9853523,0,0,1,9853524,209048199,124056863,75446280,6798253,2339003,4595378,2381415,16574206,6509591,17372110,9427360,21610134,13243127,17070454,2317235,441072,0,0,0,0,20815066,231209699,109787848,55321757,20083244,14446115,11377992,20192743,9190255,44864474,11094788,2277363,33640611,506962,20035918,905150,2177427,12248752,69514820,52444366,0,52444366,17070454,7757261,8180228
190646,12067478,199631512,58730381,258361893,270429371,10301899,2011618,12399117,14410735,263386812,104723137,368109949,382520684,7161540,-6997795,934112,0,-102887271,-108950954,2132000,5440383,274711432,17756727,55791323,355831865,99428163,1207046,0,120480286,138861472,-18381186,-60925079,-29644689,-108950954,9848619,3592275,12370237,7312971,6726452,586519,0,0,0,0,39171,33163273,0,51533043,3009909,21294432,0,0,42,53914,3361648,79252988,112416261,8064025,0,0,0,8064025,120480286,67043182,39630891,1821923,839481,2974670,2034708,19624935,8079619,13158750,7632843,9961714,9490983,10452583,807088,152711,0,0,0,0,13016627,138861472,67861236,33325487,10811724,8463041,13369242,5030742,5608216,28356004,7003217,2031638,21294432,1067871,11514703,220456,208674,9122272,43428408,32975825,0,32975825,10452583,469139,499521
190655,32345914,64419284,434376706,498795990,531141904,8120020,369293,26181203,26550496,101711718,169709318,271421036,297971532,11496394,379642512,8531472,4229447,-162609433,229793998,9406932,8811872,141626553,23005614,411440882,594291853,112947353,262366,0,270727645,222076064,48651581,230738174,-49595757,229793998,35404301,4460882,33437744,3281129,1289411,1991718,0,0,0,0,165100,76749156,0,59634661,8681759,44589164,0,0,904,140736,59326190,172373414,249122570,21605075,0,0,0,21605075,270727645,125365133,77859785,1641666,693870,1047262,642236,11249439,4490053,16501496,8797925,21753653,17975605,22587279,859053,138154,0,0,0,0,21071083,222076064,110597628,55198964,20959358,5606210,7709057,22004847,9371379,47106889,11231519,3212463,44589164,778022,26278031,1041630,154243,16067557,88908647,66321368,0,66321368,22587279,16269205,16509066
190664,46109739,193342283,74000202,267342485,313452224,16628349,2583919,43882990,46466909,306221777,238079558,544301335,590768244,16018783,-41482705,505262,28126,-235757137,-276706454,26689382,2604374,606037099,39426810,51010408,725768073,461673827,0,0,292043280,321139946,-29096666,-182134887,-65474901,-276706454,76456196,14362281,23482170,17027095,3342848,13684247,0,0,0,0,9764394,141092136,0,91400528,2504507,37093232,0,0,1524355,131118,11998222,144651962,285744098,6299182,0,0,0,6299182,292043280,155875426,94937292,19424500,6812280,5634834,3784511,25736801,10273459,25094175,15427513,38548766,22234895,20158516,2743835,531232,0,0,0,0,27923093,321139946,154001182,76654515,30098102,18502954,11872637,30010556,12395698,66311504,15669103,3933183,37093232,585111,23948717,1389800,3037721,13938994,79993575,59835059,0,59835059,20158516,55518676,70064711
190673,24439139,16604561,72621160,89225721,113664860,904467,129957,21770514,21900471,34177400,3670904,37848304,59748775,0,54700976,459393,1000,-340817,54820552,5085162,7301714,89313322,18828735,65722309,186251242,97639022,54800,0,199673720,190414256,9259464,45561089,-1,54820552,27428238,1577787,16832818,2547744,805696,1742048,0,,0,,1253711,49640298,0,38690416,57410886,34230733,0,0,0,596,14787296,145119927,194760225,4913495,0,0,0,4913495,199673720,108846325,71559366,667016,265461,859485,605735,12478390,8235564,20579069,11771835,21632038,13498110,15710622,1044491,442441,,,,,8596820,190414256,106378513,43632965,15278311,2996184,1895542,20232741,,,,,34230733,280274,15159633,633622,364572,6580831,57249665,41539043,0,41539043,15710622,12639894,14106034
190682,8768970,157599328,5052558,162651886,171420856,9232554,2517879,5295777,7813656,181557943,36598635,218156578,225970234,2209230,-22619045,1455886,0,-26362895,-47526054,712000,2564021,185306920,2952356,42367,191577664,33373969,150000,0,36160344,42042288,-5881944,-32900490,-8743620,-47526054,6538807,115569,36,1500,152,1348,0,0,0,0,805511,7461423,0,25937993,476500,0,0,0,0,56181,2192660,28663334,36124757,35587,0,0,0,35587,36160344,17957369,9478844,1542,834,72891,30853,4625473,550631,5014771,2370749,10677018,5383120,34720,0,0,0,0,0,0,3658504,42042288,17815031,9552991,4939593,5121025,286968,4326680,1638972,8551004,2162533,729136,0,0,0,0,2500,978876,981376,946656,0,946656,34720,3026334,3275624
190691,11970695,62445235,43802817,106248052,118218747,6894674,977642,13180284,14157926,127870674,102562704,230433378,244591304,6945900,-23426441,357243,0,-103354585,-126423783,21068549,7445162,206256217,12807992,24975084,272553004,167905686,0,0,112921245,131830004,-18908759,-79068326,-28446698,-126423783,18983250,4460654,16629380,2666850,686874,1979976,0,0,0,0,613576,43353710,0,46443887,1316790,20146306,0,0,826,31886,1535548,69475243,112828953,92292,0,0,0,92292,112921245,61631167,38437397,2149205,763544,1632886,577470,9262252,3810041,15301173,10118736,18471531,11745894,9846162,1073380,262671,0,0,0,0,12462248,131830004,65715753,31990517,10680272,7260401,5055909,11127152,5393026,28819487,6793975,2037007,20146306,208794,12836350,445484,262253,8711483,42610670,32764508,0,32764508,9846162,248718,1892033
190840,21227103,47502589,774564,48277153,69504256,9626680,247695,9829388,10077083,0,93238645,93238645,103315728,14807146,46275502,768698,0,-86036138,-38991938,1151144,0,88780109,9003183,487114,99421550,51918961,0,0,74652334,77885567,-3233233,-11022378,-24736327,-38991938,20392567,1072390,792327,0,0,0,0,,0,,1476865,23734149,0,18384255,14537899,12050998,0,0,0,91056,3366757,48430965,72165114,2140862,0,0,346358,2487220,74652334,40748698,22275862,0,0,0,0,5499982,2773164,9148438,5047219,15368320,6870012,7071246,0,0,,,,,48883,77885567,36966257,17305025,7349130,2399499,61427,13804229,2055703,1361853,5679039,7229270,8741938,128579,2904831,0,0,793610,12568958,5497712,0,5497712,7071246,10227274,10926630
191083,42746224,33054046,0,33054046,75800270,36810388,0,19879163,19879163,0,235885310,235885310,255764473,11742906,32341626,0,0,-187238347,-154896721,63754,34979017,0,22208893,364884,57616548,25274922,0,0,128903450,140049307,-11145857,-24079307,-119671557,-154896721,35838223,1559931,1822357,4060605,4060605,0,0,,0,,1503876,44784992,0,30194066,20000089,23753556,10010735,0,0,160012,0,84118458,128903450,0,0,0,0,0,128903450,61759940,33197658,0,0,0,0,9158891,4861455,17050216,8637694,27415627,8131517,14150847,0,0,,,,,10513786,140049307,54828324,24549149,12730607,3110165,0,44831062,5141341,2182974,11742906,17958948,21557560,430359,12215041,0,0,0,34202960,20052113,0,20052113,14150847,1986464,2057902
191126,108180885,128617496,13186093,141803589,249984474,16841651,0,59878759,59878759,6375246,103010426,109385672,169264431,17338530,123099953,23422692,0,-66299481,80223164,0,10000000,246755535,73667004,14512656,344935195,216317699,0,0,239942808,245834618,-5891810,117595889,-31480915,80223164,72632812,0,788315,3146898,631200,2515698,204941,0,0,0,3854477,80627443,0,28214213,91009178,11717598,6972592,0,0,634865,0,138548446,219175889,20610439,15000,0,141480,20766919,239942808,114840995,55483716,0,0,157636,73188,42413051,19754178,18724080,8871917,65187384,28168251,218450,4293022,1320147,0,0,0,0,0,245834618,113671397,43678993,35620719,17323556,267727,35272226,700755,-1171110,4565737,15409657,11246814,470785,6972592,0,1823033,2518899,23032123,22813673,0,22813673,218450,37747173,38914261
191199,14360639,87222502,518033,87740535,102101174,5509784,0,7126935,7126935,0,979828,979828,8106763,4968915,87222502,0,0,7312778,94535280,0,903382,116631450,11180305,1728482,130443619,43221117,0,0,54695174,56296666,-1601492,96136772,0,94535280,11846808,0,4736498,226186,111030,115156,0,,0,,2515204,19324696,0,12682341,11547122,8114599,0,0,0,0,3026416,35370478,54695174,0,0,0,0,0,54695174,25666680,14554461,0,0,148853,12584,3713818,1523564,3661403,3101314,11956129,4393389,2707851,0,0,,,,,8441932,56296666,23585312,9792531,4514960,4489829,0,13914034,2844348,979828,3839719,5509784,7992242,238263,4736498,1639973,0,226186,14833162,12125311,0,12125311,2707851,1501827,1667258
191302,4111755,20584685,929301,21513986,25625741,2416407,42190,2861235,2903425,95763,10304006,10399769,13303194,1011830,20446732,0,0,-6719608,13727124,1522205,963492,34920110,8053409,2120226,47579442,26994757,0,0,27751881,24891261,2860620,16404465,-5537961,13727124,3979818,1182204,1124588,210161,137197,72964,64584,,0,,421665,6983020,0,5098858,3878645,4462583,2137565,0,0,0,1117407,16695058,23678078,4073803,0,0,0,4073803,27751881,9932264,5623288,0,0,805461,336272,2853162,1432099,4457210,2090587,4469296,1990301,2292302,81566,3793,,,,,0,24891261,11476340,4733405,2808313,1739800,0,4133403,-43423,349750,644698,2370643,4367891,94692,2137565,0,160816,0,6760964,4468662,0,4468662,2292302,2838680,2799952
191339,20795195,43560938,567799,44128737,64923932,5576239,0,11167650,11167650,0,3620403,3620403,14788053,5252086,43662449,146539,220963,6430081,50460032,96911,11870000,53510000,12220747,0,77697658,34035209,0,0,46867036,45484698,1382338,50429721,-1352027,50460032,6704767,1823503,1104688,503893,202493,301400,0,,0,,667727,10804578,0,11341720,12271968,7609998,2850953,0,0,28835,0,34103474,44908052,1958984,0,0,0,1958984,46867036,17925412,8411197,0,0,60636,21700,5301201,2093927,8537428,3769984,9484925,2706878,3931234,0,0,,,,,243862,45484698,17003686,7932013,5175804,1939974,0,13433221,1677782,657335,4420873,5572650,7432206,206792,2850953,0,129534,1619736,12239221,8307987,0,8307987,3931234,5042442,5097227
191612,11703044,19024116,323067,19347183,31050227,3507610,0,3254248,3254248,0,48355230,48355230,51609478,6090917,18792019,388989,0,-42323566,-23142558,4695205,316128,33691269,11931053,2071223,52704878,33680762,0,0,28638897,27916763,722134,-459547,-23405145,-23142558,7312256,242406,293375,54031,0,54031,0,,0,,0,7902068,0,6179083,5645604,5458958,2740294,0,0,54862,658028,20736829,28638897,0,0,0,0,0,28638897,8724439,5110422,0,0,0,0,3277231,1753301,2612667,1459020,7695965,2155720,5479380,0,0,,,,,127081,27916763,10478463,5000242,2543976,1126042,0,8768040,626674,191624,1573783,2193764,5380280,78678,2740294,0,0,0,8199252,2719872,0,2719872,5479380,1035827,1050399
191719,50632042,142676954,3420021,146096975,196729017,11173026,2034419,24016240,26050659,27140038,41180861,68320899,94371558,12649557,113761003,1793154,0,-14673229,100880928,32871450,0,224021114,35938215,2169201,294999980,152323026,0,0,112634428,112229590,404838,106340249,-5864159,100880928,34146618,0,6172697,987162,0,987162,0,,0,,0,41306477,0,23120462,22962851,13509200,7179954,0,0,340146,1824947,68937560,110244037,2390391,0,0,0,2390391,112634428,65753998,28936087,0,0,0,0,6248033,2702013,8540918,3148066,17121735,3474202,5393247,0,0,,,,,9171659,112229590,42930001,17083125,13805673,10219726,1208708,26982357,3502000,1169949,9535838,10877283,12216887,226352,6858693,0,0,0,19301932,13908685,0,13908685,5393247,8232841,8600350
191986,13208415,82591843,267110,82858953,96067368,3139880,290000,7955110,8245110,642775,10412218,11054993,19300103,3544806,75562523,0,0,799816,76362339,20329200,0,106362448,6001937,4167990,136861575,54269732,0,0,40593916,40309190,284726,80290676,-4213063,76362339,8410696,1037091,830378,578681,577614,1067,49710,,0,,678794,11585350,0,8664334,6153225,6423783,3194121,584513,66342,3098,333176,25422592,37007942,3585974,0,0,0,3585974,40593916,16597085,9174176,0,0,675591,449414,5265397,2728405,5043502,2699475,8102190,3342025,4310291,315133,0,,,,,1,40309190,18393495,7128625,4286421,2976597,153450,7370602,949315,375665,2512101,3139880,6337533,86250,3194121,0,584513,0,10202417,5892126,0,5892126,4310291,,
192022,16568994,35433249,26375339,61808588,78377582,4287349,177427,8144359,8321786,22249221,54594963,76844184,85165970,5694563,31347367,2428892,4280783,-46252644,-8195602,8698208,0,42025273,9234191,1845848,61803520,26370271,0,0,48467117,39109859,9357258,15928657,-33481517,-8195602,6529456,1076192,1208890,394104,0,394104,4934000,,0,,394167,14536809,0,7434157,6226984,6990781,0,12147191,0,586589,403718,33789420,48326229,0,0,140888,0,140888,48467117,15271174,8413058,0,0,633403,145581,4148613,1694877,3890330,1702496,6597945,2757805,3654662,4812705,796117,,,,,101027,39109859,15509934,6428520,2613168,2430801,72842,12054594,-82502,591727,2848874,4287349,6774574,216207,2785177,0,256097,0,10032055,6377393,0,6377393,3654662,3960560,4151380
193122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698589,0,0,0,0,0,,,0,,0,698589,0,0,0,198239,67378,0,0,0,0,265617,964206,,,,0,0,964206,728718,623657,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,728718,623657,105061,0,0,0,0,1841,9062,39853,83334,198239,0,67378,0,0,0,265617,265617,0,265617,0,,
193283,21564295,61388127,1834095,63222222,84786517,6918197,0,11174716,11174716,0,31137218,31137218,42311934,9312676,61388127,1750396,0,-23058419,40080104,0,0,131627431,22056391,128589,153812411,92424284,0,0,63554689,71836207,-8281518,48361622,0,40080104,13097268,2549676,2315275,1397296,1397296,0,0,,0,,0,19359515,0,13471273,2849935,11952021,4945969,8141544,0,0,1408816,42769558,62129073,1425616,0,0,0,1425616,63554689,24164493,15035227,0,0,563043,203294,4059095,1912288,4490099,2962091,9160950,1406592,8912288,0,0,,,,,20486239,71836207,28389843,11499954,7408217,3926174,0,20612019,1771938,1330920,4963461,6036900,11952021,107015,4945969,0,7283,0,17012288,8100000,0,8100000,8912288,,
193326,54801099,183949725,25344320,209294045,264095144,14661488,0,16849231,16849231,0,248673304,248673304,265522535,25647713,191223947,5786661,0,-209424224,-12413616,14842606,28484647,228148673,26458407,498756,298433089,106880540,0,0,148283093,159440121,-11157028,171499172,-172755760,-12413616,28995871,4966116,11735048,4016515,549763,3466752,0,,0,,8142624,57856174,0,33746210,22796787,28929941,0,0,0,389021,0,85861959,143718133,4564960,0,0,0,4564960,148283093,66447720,32304328,0,0,634558,301336,22995676,9222581,25337904,10155468,29448006,9456285,3652882,0,0,,,,,10923375,159440121,69726725,43676229,20259603,9309938,0,16467626,3902145,1850492,12421774,14661488,28219401,367374,160090,0,1609860,0,30356725,26703843,0,26703843,3652882,10317594,14496625
193478,65675978,163680963,2450872,166131835,231807813,26445652,3254247,22251088,25505335,637381,499273779,499911160,525416495,19001021,181578695,437809,0,-468180555,-286164051,20436538,22543996,280958737,14467907,0,338407178,174726216,0,0,216585442,217577688,-992246,-285171805,0,-286164051,48837061,0,0,0,0,0,0,,0,,2138087,50975148,0,45532689,63620835,33884706,14290135,0,531015,226432,0,158085812,209060960,7524482,0,0,0,7524482,216585442,128645993,83580216,0,0,490641,304702,13359312,6500793,29876040,15915933,45149767,16097225,0,0,0,,,,,55935,217577688,122398869,56416779,14564661,9692284,55936,14449159,7017548,3946231,16142666,26445652,30603199,826277,12933881,0,0,202082,44565439,44565439,0,44565439,0,,
193946,29821844,42071061,19921411,61992472,91814316,9809225,0,10094741,10094741,0,144619825,144619825,154714566,10370799,57846641,3887481,0,-125195946,-63461824,4600430,0,72275983,12628759,18012448,107517620,45884111,0,0,64280149,60056352,4223797,9007865,-76693486,-63461824,11121892,1017305,784432,12907,0,12907,92068,,0,,729987,13758591,0,12043087,8871000,8912524,3673464,0,0,19721,4597495,38117291,51875882,12404267,0,0,0,12404267,64280149,28569250,12722456,0,0,786141,342254,4493511,1901508,7412879,3230013,12495998,4701038,5760168,538405,210816,,,,,0,60056352,23108085,15806614,7822412,2890677,0,10428564,2519508,623081,3930372,5074605,8775187,137337,3673464,0,0,0,12585988,6825820,0,6825820,5760168,10348015,11170631
194028,3439212,4351428,0,4351428,7790640,1762754,0,1740530,1740530,0,2939350,2939350,4679880,0,4351428,0,0,522086,4873514,300000,0,6478206,5506530,0,12284736,8060131,0,0,14765585,14954958,-189373,5685244,-622357,4873514,2729486,103985,87023,978191,978191,0,0,,0,,0,3898685,0,2151921,3062195,3959583,1070914,0,0,0,0,10244613,14143298,0,0,0,622287,622287,14765585,4387891,2650648,0,0,0,0,986937,364118,2696147,1596209,3174058,2111819,3252978,0,0,,,,,456947,14954958,6722794,3269282,2657480,632057,0,1673345,,,,,3874155,85428,1060514,0,0,103985,5124082,1871104,0,1871104,3252978,,
